--- scanner 0 ---
-473,745,-767
935,-736,-719

--- scanner 31 ---
600,-425,411
-761,-790,-561
-437,353,-479
854,339,-706
-738,-719,-374
273,-408,-444
761,779,792
-573,-842,390
281,-604,-469
-898,-792,-439
-478,403,-330
773,702,615
767,414,-643
-401,854,409
782,467,-787
-345,876,526
755,-362,391
-611,356,-402
673,-435,489
825,718,755
-461,-760,443
-366,831,364
-40,-18,45
279,-420,-560
-568,-862,392

--- scanner 32 ---
375,548,-471
-561,629,-647
520,522,-443
-635,-398,564
424,-582,-461
-303,-450,-754
450,503,-445
585,584,438
-502,810,505
-492,619,553
-544,-394,723
-473,654,519
105,-30,-137
806,-876,570
-3,-96,14
613,-865,644
800,-880,636
-522,534,-587
707,450,420
412,-424,-491
-277,-600,-751
-299,-535,-687
-516,573,-732
-606,-327,695
686,602,480
440,-511,-371

--- scanner 33 ---
-772,-465,-547
-457,472,-525
-752,565,511
908,-813,712
681,286,606
-743,628,314
-563,588,-542
118,45,-42
447,-773,-433
-271,-783,524
23,-105,-104
656,390,582
-263,-808,328
748,-878,639
-475,610,-601
621,-850,-436
771,-691,710
-700,671,469
-844,-546,-419
529,524,-421
-757,-609,-494
-269,-692,340
522,492,-514
686,526,606
460,551,-572
488,-922,-483

--- scanner 34 ---
528,907,-644
219,-657,839
-670,-313,-652
677,-838,-586
-39,71,118
652,576,852
358,-618,879
-573,428,-654
-727,725,447
-676,-436,739
720,513,703
625,-704,-614
-595,505,-558
731,625,767
-595,822,433
-597,-481,743
281,-683,880
-726,872,547
529,880,-704
-807,-280,-750
552,743,-634
-573,416,-490
599,-830,-490
-662,-326,-817
-612,-453,767

--- scanner 35 ---
-663,869,837
930,-557,831
-393,792,-453
499,-533,-282
-480,-609,-256
-741,906,793
421,779,875
448,811,842
-687,975,744
474,867,957
515,913,-625
577,-545,-247
-443,834,-454
-582,-399,933
61,29,150
-355,686,-429
-538,-496,781
-417,-598,-410
-18,124,10
485,-532,-307
514,883,-498
853,-608,733
-637,-411,801
-529,-668,-386
522,938,-440
956,-549,611
