Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
61073399,"Jun 18, 2013, 1:03:49 AM",Menlo,Ride,"",3688,20.73,,,false,,Cervelo,activities/67058867.fit.gz,88.5,6.804,3688.0,3036.0,20730.1,9.6,,65.4,56.4,-0.4,23.0,11.3,0.0,,,78.0,56.0,,,,104.0,354.0,,21.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,795647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
61573625,"Jun 18, 2013, 10:41:50 PM",work etc (headwinds),Ride,,92476,50.66,,,false,,Seven Ti,activities/67586854.tcx.gz,88.5,7.711,92476.0,7414.0,50661.3,11.6,,246.6,230.0,-26.4,40.2,189.7,0.0,,,95.0,60.0,,,,112.0,929.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
61821155,"Jun 21, 2013, 12:55:58 AM",work,Ride,"",2164,12.38,,,false,,Seven Ti,activities/67850215.fit.gz,88.5,7.711,2164.0,1934.0,12382.5,8.5,,44.0,35.2,-4.4,13.0,34.8,0.1,,,83.0,60.0,,,,93.0,201.0,,25.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
61821156,"Jun 20, 2013, 4:57:06 PM",work,Ride,"",1472,10.01,,,false,,Seven Ti,activities/67850218.fit.gz,88.5,7.711,1472.0,1386.0,10015.7,10.0,,22.0,32.0,13.4,25.6,55.0,-0.1,,,81.0,63.0,,,,111.0,172.0,,24.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
62451923,"Jun 21, 2013, 10:50:58 PM",work,Ride,"",1996,12.47,,,false,,Seven Ti,activities/68577892.fit.gz,88.5,7.711,1996.0,1942.0,12469.1,8.4,,49.0,44.2,16.8,25.6,13.0,0.0,,,127.0,57.0,,,,96.0,208.0,,31.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
62451926,"Jun 21, 2013, 5:18:01 PM",work,Ride,"",19955,9.86,,,false,,Seven Ti,activities/68577893.fit.gz,88.5,7.711,19955.0,1431.0,9867.9,9.7,,38.0,40.8,8.6,22.2,95.4,0.0,,,89.0,62.0,,,,108.0,172.0,,27.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
62451932,"Jun 23, 2013, 10:34:33 PM",Climb,Ride,"",9630,39.10,,,false,,Seven Ti,activities/68577889.fit.gz,88.5,7.711,9630.0,8189.0,39108.4,17.0,,610.0,605.6,25.0,266.0,61.5,0.0,,,99.0,50.0,,,,97.0,884.0,,21.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
63130195,"Jun 26, 2013, 5:25:07 PM",work,Ride,,25117,45.59,,,false,,Seven Ti,activities/69314074.tcx.gz,88.5,7.711,25117.0,7289.0,45596.0,9.4,,191.0,172.0,-14.4,58.2,35.8,0.0,,,81.0,57.0,,,,92.0,748.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
63323429,"Jun 27, 2013, 3:48:42 PM",work,Ride,"",33995,22.05,,,false,,Seven Ti,activities/69517941.fit.gz,88.5,7.711,33995.0,3521.0,22058.4,9.5,,90.0,67.2,-20.6,29.0,18.7,0.1,,,83.0,58.0,,,,100.0,392.0,,29.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
63473194,"Jun 28, 2013, 5:23:17 PM",Kaffeehaus San Mateo,Ride,,31950,81.09,,,false,,Seven Ti,activities/69675508.tcx.gz,88.5,7.711,31950.0,13091.0,81089.4,14.0,,313.2,318.8,-2.8,50.0,34.6,0.0,,,223.0,55.0,,,,92.0,1348.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
63637725,"Jun 29, 2013, 4:58:25 PM",Untitled,Ride,,9331,42.38,,,false,,Seven Ti,activities/69849744.tcx.gz,88.5,7.711,9331.0,6530.0,42383.9,14.5,,332.6,339.0,12.6,169.8,20.5,0.0,,,128.0,56.0,,,,115.0,838.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
63676335,"Jun 29, 2013, 9:47:25 PM",Rick's,Ride,,9828,19.23,,,false,,Seven Ti,activities/69890414.tcx.gz,88.5,7.711,9828.0,3075.0,19234.8,8.8,,47.4,77.4,2.0,49.4,38.3,-0.2,,,76.0,53.0,,,,82.0,281.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
66877755,"Jul 13, 2013, 5:54:47 PM",Doug's Event,Ride,"",21483,34.36,,,false,,Seven Ti,activities/73260202.fit.gz,88.5,7.711,21483.0,6715.0,34367.5,15.1,,511.0,488.4,7.6,444.2,236.4,0.1,,,100.0,57.0,,,,111.0,831.0,,31.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
72513638,"Aug 4, 2013, 7:35:27 PM",Kris's first trike ride,Ride,,10862,33.73,,,false,,Seven Ti,activities/79214509.tcx.gz,88.5,7.711,10862.0,6681.0,33731.3,11.9,,301.0,304.0,31.6,193.0,18.0,0.0,,,173.0,55.0,,,,83.0,617.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
72524571,"Aug 3, 2013, 1:50:39 AM","08/02/2013 Palo Alto, CA",Ride,,58454,7.16,,,false,,Seven Ti,activities/79226710.tcx.gz,88.5,7.711,58454.0,1699.0,7167.5,7.6,,29.2,,0.0,18.2,43.8,0.3,,,72.0,43.0,,,,44.0,82.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
72524573,"Aug 3, 2013, 6:05:00 PM","08/03/2013 Palo Alto, CA",Ride,,91822,7.82,,,false,,Seven Ti,activities/79226714.tcx.gz,88.5,7.711,91822.0,1365.0,7825.8,9.3,,117.0,,10.6,106.0,35.4,0.2,,,87.0,61.0,,,,138.0,209.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
72524575,"Jul 14, 2013, 7:40:03 PM","07/14/2013 Palo Alto, CA",Ride,,1663828,47.23,,,false,,Seven Ti,activities/79226709.tcx.gz,88.5,7.711,1663828.0,8587.0,47229.0,10.4,,225.2,,-32.6,32.2,49.4,0.0,,,99.0,52.0,,,,81.0,772.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
73738297,"Aug 10, 2013, 10:54:33 PM","08/10/2013 Palo Alto, CA",Ride,,8294,37.67,,,false,,Seven Ti,activities/80500951.tcx.gz,88.5,7.711,8294.0,5898.0,37678.8,14.5,,338.8,345.4,-6.6,149.6,30.8,0.0,,,101.0,60.0,,,,118.0,776.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
75739947,"Aug 18, 2013, 6:26:34 PM",Ride with Kris,Ride,,8302,28.78,,,false,,Seven Ti,activities/82617096.tcx.gz,88.5,7.711,8302.0,5514.0,28782.8,14.6,,270.6,274.2,22.0,147.6,34.4,0.0,,,101.0,57.0,,,,86.0,531.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
75789488,"Aug 13, 2013, 1:55:02 AM","08/12/2013 Palo Alto, CA",Ride,,3341,16.23,,,false,,Seven Ti,activities/82669026.tcx.gz,88.5,7.711,3341.0,2486.0,16231.6,14.3,,91.0,91.4,10.0,86.0,22.6,0.0,,,86.0,57.0,,,,109.0,301.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
75789491,"Aug 15, 2013, 4:18:39 PM","08/15/2013 Palo Alto, CA",Ride,,115197,50.93,,,false,,Seven Ti,activities/82669028.tcx.gz,88.5,7.711,115197.0,8367.0,50934.2,10.6,,169.2,165.6,-9.8,28.0,29.6,0.0,,,89.0,59.0,,,,87.0,816.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
78069221,"Aug 26, 2013, 11:54:57 PM","08/26/2013 Mountain View, CA",Ride,,1707,10.32,,,false,,Seven Ti,activities/85077750.tcx.gz,88.5,7.711,1707.0,1597.0,10319.6,9.0,,31.2,36.6,-10.0,8.2,31.9,-0.1,,,83.0,64.0,,,,95.0,169.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
78069222,"Aug 26, 2013, 4:18:51 PM",Work - Personal Best,Ride,,1664,9.90,,,false,,Seven Ti,activities/85077745.tcx.gz,88.5,7.711,1664.0,1310.0,9903.3,11.2,,30.6,41.8,-13.4,0.0,36.7,-0.1,,,90.0,72.0,,,,128.0,187.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
78069235,"Aug 27, 2013, 4:56:44 PM","08/27/2013 Palo Alto, CA",Ride,,24897,21.66,,,false,,Seven Ti,activities/85077766.tcx.gz,88.5,7.711,24897.0,3623.0,21662.2,8.3,,96.8,115.0,-38.8,25.6,44.2,-0.1,,,83.0,59.0,,,,84.0,341.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
81636249,"Aug 28, 2013, 4:25:36 PM",Train Track Crash,Ride,"",376024,63.03,,,false,,Cervelo,activities/88868959.fit.gz,88.5,6.804,376024.0,10255.0,63037.0,20.4,,283.0,308.4,-25.4,35.0,31.6,0.0,,,89.0,58.0,,,,88.0,1004.0,,27.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,795647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
91146967,"Sep 25, 2013, 5:20:36 PM",work,Ride,,1842,9.51,,,false,,Seven Ti,activities/99215992.tcx.gz,88.5,7.711,1842.0,1515.0,9512.1,9.4,,18.4,,1.6,12.2,29.9,-0.1,,,88.0,66.0,,,,90.0,151.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
91146973,"Sep 25, 2013, 11:22:22 PM",work and with kris,Ride,,944933,41.54,,,false,,Seven Ti,activities/99215999.tcx.gz,88.5,7.711,944933.0,7660.0,41548.6,8.8,,180.6,180.0,-18.8,35.0,46.2,0.0,,,142.0,52.0,,,,70.0,600.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
91146993,"Oct 8, 2013, 3:44:15 PM",work,Ride,,1410627,71.75,,,false,,Seven Ti,activities/99216010.tcx.gz,88.5,7.711,1410627.0,12175.0,71752.3,9.0,,293.0,304.6,-30.0,40.4,30.5,0.0,,,222.0,54.0,,,,81.0,1099.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
97411573,"Oct 26, 2013, 5:57:10 PM",work,Ride,,346421,27.95,,,false,,Seven Ti,activities/106446146.tcx.gz,88.5,7.711,346421.0,5212.0,27949.1,9.7,,106.4,136.0,-54.0,34.4,30.8,-0.1,,,87.0,51.0,,,,75.0,438.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
97411602,"Oct 30, 2013, 11:17:29 PM",work,Ride,,177269,50.78,,,false,,Seven Ti,activities/106446192.tcx.gz,88.5,7.711,177269.0,8520.0,50787.0,8.2,,303.2,288.2,-60.6,15.0,32.1,0.0,,,79.0,56.0,,,,97.0,924.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
97411641,"Nov 3, 2013, 10:24:08 PM","commute, over several days",Ride,pick up ups package,1808823,46.26,,,false,"",Seven Ti,activities/106446225.tcx.gz,88.5,7.711,1808823.0,7868.0,46262.5,10.2,,256.2,253.8,-84.4,13.2,34.6,0.0,,,134.0,54.0,,,,88.0,772.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,68.2,,,,,,,,,,,,,,,,,""
97411697,"Nov 24, 2013, 8:52:47 PM",Alpine Rd,Ride,,10153,33.84,,,false,,Seven Ti,activities/106446277.tcx.gz,88.5,7.711,10153.0,6156.0,33839.3,13.0,,392.8,398.0,2.4,364.2,48.8,0.0,,,118.0,53.0,,,,102.0,702.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
97762999,"Nov 29, 2013, 7:13:42 PM",Woodside Loop,Ride,,11447,36.62,,,false,,Seven Ti,activities/106837885.tcx.gz,88.5,7.711,11447.0,5616.0,36622.1,12.6,,308.2,346.4,-31.6,169.0,33.6,-0.1,,,,,,,,120.0,752.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
97763015,"Nov 29, 2013, 10:24:55 PM","11/29/2013 Palo Alto, CA",Ride,,6995,21.67,,,false,,Seven Ti,activities/106837911.tcx.gz,88.5,7.711,6995.0,3748.0,21673.3,11.4,,132.0,127.8,-36.0,38.2,44.8,0.0,,,,,,,,98.0,411.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
98197333,"Dec 1, 2013, 5:20:01 PM",Mt Hamilton,Ride,"",25189,60.46,,,false,,Cervelo,activities/107332580.tcx.gz,88.5,6.804,25189.0,13621.0,60459.0,15.4,,1499.9,,121.3,1285.2,48.2,0.0,,,233.0,57.0,,,,133.0,2022.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,795647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
100428193,"Dec 8, 2013, 10:59:46 PM","12/08/2013 Palo Alto, CA",Ride,,16,0.04,,,false,,Seven Ti,activities/109829723.tcx.gz,88.5,7.711,16.0,16.0,45.6,3.6,,0.0,-0.3,11.7,12.0,0.0,0.7,,,,,,,,53.0,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
100428199,"Dec 8, 2013, 11:00:22 PM",MTHB - around town,Ride,,518301,21.57,,,false,,Seven Ti,activities/109829731.tcx.gz,88.5,7.711,518301.0,3815.0,21569.0,9.7,,83.6,177.8,-94.2,46.6,20.0,-0.4,,,,,,,,74.0,316.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
100428205,"Dec 14, 2013, 10:59:57 PM",Arastedero MTB,Ride,,8009,24.07,,,false,,Seven Ti,activities/109829735.tcx.gz,88.5,7.711,8009.0,4211.0,24070.2,10.6,,202.2,193.4,-56.0,125.8,46.0,0.0,,,,,,,,91.0,427.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
100428206,"Dec 15, 2013, 10:27:29 PM",Ran out of batteries,Ride,,516,0.59,,,false,,Seven Ti,activities/109829739.tcx.gz,88.5,7.711,516.0,101.0,589.2,7.8,,0.0,-12.4,4.0,16.8,2.2,2.1,,,47.0,38.0,,,,69.0,8.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
102476159,"Dec 16, 2013, 6:26:56 PM","12/16/2013 Palo Alto, CA",Ride,,1607,9.26,,,false,,Seven Ti,activities/112042744.tcx.gz,88.5,7.711,1607.0,1562.0,9268.8,8.4,,23.8,28.4,-11.6,0.8,34.5,0.0,,,,,,,,80.0,139.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
102476192,"Dec 21, 2013, 6:29:37 PM",MTB,Ride,,5738,8.24,,,false,,Seven Ti,activities/112042771.tcx.gz,88.5,7.711,5738.0,2939.0,8239.4,18.5,,310.6,,527.4,709.4,30.4,0.2,,,0.0,0.0,,,,67.0,219.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
102476261,"Dec 27, 2013, 9:11:56 PM",OLH to Page Mill,Ride,,87562,63.94,,,false,,Seven Ti,activities/112042810.tcx.gz,88.5,7.711,87562.0,12254.0,63945.2,14.6,,1025.6,1025.3,10.7,730.8,49.0,0.0,,,81.0,56.0,,,,129.0,1764.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
103128226,"Dec 31, 2013, 10:07:21 PM",Woodside Loop - Last Ride of the Year,Ride,,8588,40.67,,,false,,Seven Ti,activities/112757769.tcx.gz,88.5,7.711,8588.0,6328.0,40672.2,13.9,,368.0,380.6,-12.6,146.6,19.2,0.0,,,180.0,60.0,,,,117.0,826.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
107331672,"Jan 4, 2014, 7:26:58 PM",Woodside Loop,Ride,,10302,39.11,,,false,,Seven Ti,activities/117312104.tcx.gz,88.5,7.711,10302.0,6720.0,39116.9,14.0,,371.2,364.0,-0.8,164.8,37.8,0.0,,,102.0,57.0,,,,101.0,753.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
107331676,"Jan 8, 2014, 6:52:47 PM",Work,Ride,,863,4.60,,,false,,Seven Ti,activities/117312131.tcx.gz,88.5,7.711,863.0,757.0,4606.4,7.7,,10.6,22.0,-11.4,0.2,20.0,-0.2,,,74.0,54.0,,,,76.0,64.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
107331687,"Jan 9, 2014, 1:16:41 AM",Work,Ride,,2064,10.40,,,false,,Seven Ti,activities/117312148.tcx.gz,88.5,7.711,2064.0,1892.0,10402.6,7.6,,28.0,22.2,-6.0,5.8,28.6,0.1,,,73.0,53.0,,,,65.0,138.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
107331717,"Jan 9, 2014, 4:47:08 PM",Work,Ride,,29872,36.07,,,false,,Seven Ti,activities/117312170.tcx.gz,88.5,7.711,29872.0,7264.0,36075.6,10.7,,133.6,100.0,-10.6,46.0,40.4,0.1,,,103.0,57.0,,,,64.0,520.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
107331757,"Jan 18, 2014, 4:29:53 PM",Los Altos Hills,Ride,,12180,46.72,,,false,,Seven Ti,activities/117312198.tcx.gz,88.5,7.711,12180.0,9143.0,46725.6,13.7,,584.6,570.8,0.0,236.8,30.2,0.0,,,122.0,56.0,,,,99.0,1006.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,785417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
